2019-03-31 16:18:52,I have recommended this podcast to many of my friends. Can’t wait to hear your new episodes!,5,Ellen from Taiwan,Love this podcast !
2019-03-31 05:18:37,"I've learned so much from these incredible women. It's changed the way I think about myself, other women, and spaces we navigate. 
Thanks for telling us the truths we need to know🖤",5,Mikelqaz,Thank you!
2019-03-28 20:32:40,"I was looking for a podcast that reflected my voice, and this is it! Interesting and insightful, I highly recommend it for anyone who is a modern woman at work and everyone who works with them.",5,CKH225,Found it!
2019-03-13 21:30:58,"The guests are excellent, the views address intersectionality, it’s well structured - just yes. It’s helping me think critically about my own role",5,woofdog55,YES!
2019-02-14 12:39:46,Love Women at Work.  Practical advice to help me navigate complicated situations.  Especially when I don’t have a mentor of my own.,5,GemTwist5,Love!
2019-01-18 02:26:37,"I just joined a more corporate work environment after being a teacher for several years, when my life plan was radically different, and this Podcast covers many topics — with a diverse range of guests who all bring their own expertise and unique cultural experiences — that are suddenly relevant to my life as a working woman (and hopefully someday, God Willing, a working mother). Each Podcast makes me feel ready to advocate for myself and the other women that I work with and help me stay cognizant of my own experiences and how my actions and reactions influence my place in the office. Keep up the great work, tackling challenging subjects with authenticity and fearlessness.",5,infantek,"Enlightening, Empowering, & Empathetic"
2019-01-02 19:26:50,"Nicole, Amy, and Nicole, along with her stellar guests shine the brightest of lights on what it means to be a female in our current workforce culture! Bold, insightful, and engaging are just a few of the words I’d use to describe the time you’ll spend with them. Thanks for putting out such a superb show ladies - keep up the great work!",5,Katie Joy B.,Women Who Wow!
2018-12-22 19:51:18,"This series has been affirming and empowering to help navigate the workplace as a woman, especially a woman in the tech industry. However, since we can’t review individual episodes, I specifically wanted to strongly suggest removing the last 15 minutes of the Make Yourself Heard episode. The speaker at that point onward offers advice that contradicts the good content previously provided in that episode. She suggests undermining yourself to accommodate the male colleagues that interrupt you. Doing so nearly promotes tokenism rather than promoting equality.",5,Infamous Snoozer,Remove the last 15 mins of episode Make Yourself Heard
2018-12-07 18:23:03,"Relevant topics, honest conversations, and amazing hosts. Each episode inspires me to do more & be more. I am so happy I found this podcast!!! Looking forward to listening to more!",5,lynda726,Inspired
2018-12-07 13:58:04,"After a recent disappointing lunch session put on by my global company’s Women’s Network resource group, I suggested in the feedback survey to listen to the HBR WaW podcast and to have a discussion. I was so nervous they would take it as offensive that I gave honest feedback about my disappointment of their previous session.... but to my surprise, a couple weeks later, an event was on the calendar to listen to the Perfectionism episode, and we used the discussion guide to have a rich conversation with key takeaways we could implement in our day to day lives. The women in the session from many different company functions were all enthused and highly engaged, in contrast to the previous one I had attended where most people including myself were defensive, confused, and feeling ignored. THANK YOU for providing this resource... it’s making a BIG difference!!",5,Miz Lauren,Changed My Workplace
